_d,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2022-01-01,82.11055448547951,81.2426841850486,68.02553569837167,68.44942479677115,65.4344413937181,65.85427559091973,63.365500307369516,71.46354543614738,84.31778124402625,68.09027028076969,76.38682066917715,75.67810878266434,57.64201474436228,62.63353174852086,71.54965288815418,74.34750602787518,76.95382793297027,95.64505391416397,100.11604729641131,97.8681664711351,92.69415425052466,88.51489651287417,80.08701494238431,60.224119902112115
2022-01-02,74.49317040617571,77.15182769286608,70.38806286157009,70.85556761237395,67.13587142122859,65.86915450425279,65.3012272762382,67.39260905517182,70.05660893207015,63.58083605764718,66.99480951570938,68.14988275746992,61.47852799862246,66.03935379148062,71.78770860116393,78.60887200116464,68.95863158434285,82.57140753410238,96.8323472514335,95.35969588663353,92.81812188954079,88.4267560451916,73.76863586216058,60.4378759431423
2022-01-03,67.56020888599897,67.21558441235767,59.48335140160002,62.674321629455996,59.605681602451554,60.584342285526574,63.62909044845446,65.98276807171095,89.22311697251676,89.78013750523903,85.28546273229968,87.8459000248788,72.95766817837436,74.4184571993201,84.63908288668176,78.89565309114015,77.37194230685455,95.55509807458122,96.60048674096815,93.06168514242141,91.05387707707513,87.4901258340175,72.2423879027831,60.48545256270427
2022-01-04,65.80511851583061,71.54492974408564,64.87231732834641,62.15647528888049,62.020414073961135,63.669718238443494,64.60406985137072,71.58991293969758,86.19989534850247,91.6788294770822,90.8744115847031,89.92198103846434,68.14500700908059,72.93308683520635,86.06350168701337,84.77204387368532,86.10690258767309,97.95558647991461,97.63999136922581,92.79813235931145,91.76649115354003,83.65939112393411,71.56994410939072,60.5186078312493
2022-01-05,73.37471472046931,73.58046866095422,65.13825976691123,62.31640371690013,60.868059321059064,61.88004222368993,66.58106100570198,72.48812471381406,93.64327142979171,86.78414730376302,89.8631033929265,89.8791414387834,81.64536960711834,80.47518949690776,84.88691705814409,84.50664088780458,90.96104391190785,97.81657378244824,97.45555967344202,91.7256582940333,88.00532434874384,85.21737305962615,77.39726093678378,60.65384757232095
2022-01-06,74.80739378929748,72.3991480493626,66.58010136208644,65.39943865878793,64.36891809272021,64.61774453987525,64.81442614962394,72.03570149495174,89.62250507065357,85.42306870440001,81.83918822767998,82.97881890951034,67.87316876544402,71.16955716165903,78.11521452130947,85.31306805033988,92.59941487698306,97.0329495797202,91.62699402178397,89.15237022465728,87.53825303974907,85.488024109388,76.65404613026534,60.67942182384505
2022-01-07,72.76612426577513,74.94054506623436,64.06719046513048,62.668384812442966,62.78281196504023,62.6569158423525,64.8750401482932,71.44923393192714,85.74947514151596,86.03144651256828,83.6647620356553,83.83956355214619,68.04681447978992,69.97825330107578,81.32343759185382,82.65140739968777,88.16448538446399,91.93704830792696,92.85606590915498,89.09585289169067,87.7809997078013,84.26672996144165,77.98634114937758,60.79961715665449
2022-01-08,86.3341207471021,81.35192103048351,77.23897020380957,73.48028614519279,68.35036831550643,68.04316980727751,70.21509239658678,76.40285975992083,87.58958134664194,79.27848851968217,82.2404891360066,82.64544999564907,61.61741029716801,68.02236497410482,77.89884867161507,80.2210982304834,78.43177321888317,92.35176467816646,104.10036602395789,94.38881111992369,92.61245591912677,86.44641106023174,72.1604344715437,60.84507567954371
2022-01-09,83.68656119559171,83.48939312219787,68.33276618363494,67.59548126455562,62.93157527387635,65.81952966595385,65.0727550055751,67.30424120791943,71.33175365499316,59.91561382463051,72.11221221038946,71.4513801168698,56.24921442935691,61.63255932796146,66.15011875290394,70.19103115866733,69.7607574516429,82.67744021368031,97.39595100287188,95.33100818421063,92.7555804137452,89.95966901069283,74.93568762935985,60.79929940245588
2022-01-10,76.13996556320282,79.62171949475147,67.8388338245313,67.11819705124338,67.43809862174811,64.61132960291211,65.37545611379015,77.17668868695853,94.48691169414516,86.82286875849067,89.06430624634288,90.30148384933057,65.29792267989721,70.77620090538672,87.73750026962114,83.05606307983854,92.24856680487777,95.76549334942843,97.24716751321998,92.40017283194676,88.67887954954124,85.50870568114125,72.72109906911476,60.877501700489596
2022-01-11,75.50834384977821,71.50319095129969,67.24114912242624,69.90286096916871,66.21680535367757,65.60495208905135,68.44005900020548,78.8511852312848,97.53535891689714,95.3497254492685,91.7835601287771,92.1134950892334,76.24236389903756,83.6217266981907,92.55616979977519,87.3394455154061,93.15970881852432,94.57771724412761,95.75921935314602,91.49035342132858,90.34625660697773,81.95910532632143,70.68397509068778,60.95827954635538
