,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2022-01-01,82.0673328812475,74.93905197580602,71.75041538016505,69.0519782976821,69.24715673410971,70.2393543623516,69.9183729291465,75.01139938689256,88.47355579082549,90.99978778499977,88.3092843068237,89.13311390661302,82.21188267180915,79.00076273524027,82.05564956448906,86.17526124876278,97.04360229290235,99.93040880237044,99.73394183200269,98.60718878610409,98.44883187726901,99.08034937592615,85.60432669061284,76.42617604198678
2022-01-02,77.80152848565835,71.96124985527389,66.36133541759102,72.48968037737262,63.29747445459967,64.27303014212268,67.58902531273705,67.93718376098502,72.46283233151583,76.34495183105608,74.73024110525334,75.65448451072267,66.01349381162422,73.81302167330658,79.39342061883613,82.4801025436277,89.45510114053222,110.88566703891426,108.56473925779146,111.67680451994696,110.73268889502796,108.79937081851763,81.92017168021226,81.62364510169819
2022-01-03,72.50009818228502,71.90832577101229,71.25077494361133,68.64851628236555,68.7627978018857,68.32137461195896,69.04205864828495,72.65872900723478,90.92286075472275,90.13004359358507,90.92983481341466,96.40570684914127,91.42239088900752,89.52885474258723,91.35250430864541,94.26983961800771,92.29616340165032,94.00194636801953,105.65815889526256,105.89392147436011,101.16688355794672,91.55390390978097,82.96442939130633,73.50347963872409
2022-01-04,75.05362643637729,74.0374148519598,71.43494136277592,71.68508381074334,71.62510363323051,71.96305875144174,72.56120994544939,77.64183052741366,90.72988123767466,81.84037316831697,84.66735456855639,88.86624381219157,79.654492102828,79.90513743769152,91.07410571492237,87.35241735787655,88.01493841766121,95.74395002948832,96.66959106982773,97.81787191991963,100.23156567625767,90.6263330577517,69.74864020507044,67.804738529551
2022-01-05,71.92112156124304,70.32782592458565,69.66199282414766,68.53008050567745,67.2310826274204,69.01824086057586,72.47752961228741,81.82046592114905,85.84314255089205,79.1585085548573,80.84858002072069,85.07883524853825,76.18657792801294,72.21762357149288,76.03220719614787,77.70359920634098,81.77465937177249,97.26182528295313,97.38759883054158,90.12148429053788,87.19674011013436,86.02968142610607,72.17994974414611,66.347151661942
2022-01-06,72.73678301336868,71.14694553679641,69.96691873845367,70.79415970619422,69.23117979116904,69.91708769786906,74.0406324255747,87.7028940857388,96.27823964229275,91.36358471958894,87.36722161925992,86.29591711730582,84.93368745705769,85.05019732558533,86.81021350775954,86.09168573307784,90.3357982515535,91.00257663214997,89.19514980282115,89.33999119820311,88.83849971178034,86.70221217578735,73.78912397123862,68.56724152564031
2022-01-07,72.00389805395976,71.18163407408153,69.87501241291099,68.70196902106922,69.30352933253818,70.13704486154576,70.64954369175118,73.42323831760471,89.65721529199988,97.49684201908906,86.39739632756267,85.27991355017448,79.53028583752462,78.3245774167643,85.23251997887493,88.7994891306328,94.43856104415278,93.25887480871849,94.86670816874656,91.09346294569913,93.32465753875961,91.73526633613425,76.53599937670019,68.62777994798367
2022-01-08,77.65760502951454,75.81107735904072,73.4232592320726,73.35893552821148,71.08247024211008,71.14109509937578,85.62399523900572,85.5781729297072,87.92142486790013,91.6780256733902,92.13764598384056,89.05637212463927,86.9352651615383,94.35218219321774,95.58379378265938,96.37280187216302,96.37200417075344,102.87404082140755,102.66573011483378,103.25024711625322,103.40992286351837,103.1807067361611,79.95267008749353,75.7792811620828
2022-01-09,77.62796182146644,74.80192940061542,70.51982214177066,68.95097476470617,68.7399365731692,69.49981179519186,73.94965572409492,74.19276273871388,83.2520753461174,85.77438873512125,89.11194649161104,86.74512196343477,80.77534489935476,81.59924475118959,76.8751373217118,77.18892280552083,84.51377275514746,93.18456087748966,100.61008335302516,100.25880510292733,99.44061658268257,94.16269340516003,74.26092513639425,68.99329570118358
2022-01-10,85.37087334938545,83.07004853292773,71.21216095373117,70.37777761491867,70.49119808388193,70.68024692673748,71.61687875823934,73.68949200186877,77.60522126383233,77.67622412035254,83.67292520629472,85.05941606857152,86.92165399200783,89.25990383303473,90.64390565878982,90.00264628623874,97.47528744799864,92.29231797490216,94.38008738870843,93.62763118181148,92.99102718970616,90.2016249638448,75.37091534794648,72.31911101401609
2022-01-11,79.71773810523995,75.30343570132924,68.32325087686753,65.39020484349578,65.66627784968347,67.35727851200375,69.4587446148834,74.6141035287176,80.86959138816486,87.9690973036602,86.42820207701351,86.06693231936701,85.24595346318706,91.75797175983563,85.57871528689064,85.439367676359,86.19860067960545,92.7504586841255,93.91872950061813,88.58333725699754,90.36925558578142,86.33028049216898,72.69634486957277,70.60242167768493
2022-01-12,72.08196541482624,69.6441060934548,68.25571827556523,66.06371930167572,63.98695168137719,64.9950347149512,66.95015735831653,72.84420747915492,76.79938908556895,88.50671697932721,88.0140461203229,89.43621369718781,81.04699352956098,82.96411285440394,83.45794280877145,82.7596186541957,86.02250103552872,81.85451206971719,80.79800664039624,74.97623377595716,78.61621784467138,76.9532803050939,71.63156724681313,67.42918344457715
2022-01-13,76.24587282270618,73.53468299211997,67.8772965790563,62.57584220649721,60.71327433708225,61.52714818312794,66.85897388130708,70.68803708402433,89.86733249830905,99.38811783515898,98.5565008512365,96.66691900899679,89.75313733138482,93.21369496738306,96.400390143627,96.69281905392864,95.87843096813398,90.6576417579804,91.84864211149842,85.46027479582266,87.94435350037668,84.43651124714262,75.39569368138568,64.93173585022076
2022-01-14,76.17900822575355,72.12395611986479,69.93324056808916,67.12917903188031,60.48490556588716,64.5152622841152,74.03649185386189,76.65936235462225,95.42745730337354,99.48393317397368,99.75305870195795,100.85790979330619,95.05175537013093,95.37372950217647,97.10432291544683,101.13037484378492,102.51952192020441,100.83282805415273,96.77439834810895,95.63889306497033,98.60338948554569,99.46942139877027,89.18000841521793,75.52704708974215
2022-01-15,80.11780382403943,75.22048802095405,75.2229599705688,72.74849876647248,69.50014500047868,70.47259427660366,78.2967888741201,73.85547947273014,91.48927156381319,97.38830036822219,96.97150501141722,96.24835480715046,83.26376186387901,78.82529975930585,89.39278187879107,94.16674963597815,95.07739047728185,98.24541297739702,100.01072416268127,96.63054682772554,92.60812564756841,93.75237561494127,89.32942422169084,73.9019871505239
2022-01-16,75.13067396237582,73.69978226288274,71.10761390704256,65.02246868589276,63.93208158040717,60.76478421015421,69.19513973176743,64.626152303896,67.57648197093494,67.19415596593244,75.96497605290206,76.86198034691421,66.65725562560908,66.39693949225357,67.88595435909868,68.77412315417678,71.70830843968135,79.42374653732338,89.22496626891035,87.42579885214187,87.24434283550755,84.83537349645111,75.50939509365118,70.75461418554826
2022-01-17,82.93960208466052,76.06103320562357,73.26148111483579,71.0531210709062,69.11272832760503,71.53223485837599,74.01701267885706,78.39087943299565,96.65639803197995,102.83340426987048,96.34794197409211,96.07060614788526,93.64584262392582,89.0982196731185,88.55170824837657,88.9308125088337,97.72264824246126,101.4205442022277,95.46308644202622,94.22452704587513,94.09175110789722,91.93743783443985,85.3421003163958,76.47723913124346
2022-01-18,74.35112239038244,72.12743321750526,71.19198652032716,66.49433367695119,60.77508501848938,67.78689231688553,71.76334151823413,74.35926595832954,92.21845178513136,97.12195005219155,86.31221097770775,85.28520089303846,76.94509372786844,78.9448278184971,81.19914966248477,83.61921935698034,86.59939104565699,89.43364465551086,91.9154372853097,87.63688084127709,92.66596215494167,90.76651125619553,82.17094529036963,76.73427982096938
2022-01-19,82.24903570317623,74.13930609812824,65.188772819723,75.22963113208307,59.876055802600575,64.9693814389688,71.37153175653631,81.32240053567403,89.62887484555127,99.39042873370775,98.69654666408675,99.51252641454482,98.4435234491165,98.31499001066095,98.71053678418198,98.44906472922864,99.5714178193638,96.3158744427935,100.20534917925913,95.19037757656771,96.43394933930004,92.15309030875831,82.23956645611969,72.5010691246089
2022-01-20,82.9989114250664,77.77999351271583,70.9291449963285,72.21452847829877,60.191658870160865,64.10461259008248,72.84570815355578,76.3418862146368,93.1766168033212,96.9861221377585,96.24809646637648,90.8815904779581,89.59795702515207,90.42697558475315,90.8113905257455,92.23663233095547,96.74303814161419,96.1848749436556,96.37002792135391,93.83516252565406,91.31333809421116,88.53404394308401,82.57383591401224,67.12241866862078
2022-01-21,76.2266755504846,74.27533447120379,71.18780803223444,67.30704037058702,57.04576170047645,63.35263383554029,71.46511260805045,69.72685402308943,84.90523103826098,87.69582113273479,85.33889691710986,86.76550304962626,83.81563013161833,85.37434813667252,88.89086487595183,88.06585732523868,89.97148421238111,93.49290274531849,93.46780467829748,92.28650610031671,92.35746064471593,85.88878316545687,81.90851236231653,72.10371115284285
2022-01-22,83.29316208425635,75.735071755242,72.58747556321428,66.19084282035325,63.34733173324653,67.83668595326714,70.51936017593502,71.89915488052364,87.51372953802583,96.3418253603698,94.62278325770731,93.47634822513206,89.89046472823507,92.14320799445223,93.60356767084518,94.97577894551908,94.7978243461861,95.274360805779,95.7672891158306,96.47140588528039,97.28204037995305,96.91456343890947,94.1745842682706,86.1548981866082
2022-01-23,92.86270610684804,88.97798039834846,84.50383690573621,79.51437966362819,79.32587788346854,79.20394735671857,79.41526419257163,80.2646393625245,78.5055243776071,79.39214108053176,80.26475672040445,79.4570483752187,81.81495002930353,81.323237260708,82.47332482036981,83.23771371959634,83.35928303022492,89.62836770406805,93.24755187379766,95.09195335389468,95.37268802791245,96.04265781372742,90.65432569157194,88.82628586314515
