_d,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2022-01-01,79.5807387384408,80.56238615721279,70.72842590579387,65.47560902966245,67.15884512532995,67.96645553864619,65.43566203390354,64.97039258538197,68.36816251958976,77.6956535436079,79.58633653866018,79.05562319183719,65.82612418698444,73.78513054987144,82.03033580104615,81.31242033692723,89.13170873878698,97.60007631039964,106.9294323219989,109.1094090283103,100.17919748610642,104.31785467824386,96.75127672142723,81.19883923626227
2022-01-02,81.07948443953146,77.38956971298803,70.72656169857498,67.09397867367471,65.32222678681427,67.39879781686342,69.97384524818119,68.57205154245823,60.78770010198046,66.46492772788113,74.86392203088509,79.7857408793693,69.04047073480257,72.7388770811217,80.58576136276753,81.06760143211827,81.11425617340413,95.64404845633577,101.47974434443849,107.73279230306208,98.75908172430601,103.92298760085994,82.72384619699619,75.55024233695183
2022-01-03,72.78422609184177,66.8997328492875,60.90808562001534,56.57225462205761,54.8563819023822,58.27586794494352,59.707420459413704,65.46748363078312,85.54604727081659,88.4848778000267,88.47238528046134,98.30872088553046,83.3351812228808,80.99699819131642,90.7594482395283,90.09778222253648,91.31198642617981,100.14629902469623,100.45686159130848,84.8706223684846,87.91062319963847,83.09289925942018,76.33507207547272,77.69128542424475
2022-01-04,71.62756198706757,70.63689799340828,64.7962849514456,60.9683951207567,60.22215762913867,61.57427889993641,66.25978265111463,67.71185702919549,82.17955330180358,96.67776785880656,94.61145869580972,90.37046799744788,68.35783081859815,72.68746351383353,88.03189421645061,83.61066980898717,80.03250077695702,100.67144986284114,103.67102594775726,94.49847149437713,103.58678774797932,94.36633509581384,79.98911524108043,69.41589502086077
2022-01-05,74.45012299669258,72.27297953747401,72.89753896155088,68.62358243727162,67.01966263597917,71.39083945707877,77.46709655154783,80.25406662322192,95.55458432629766,94.86226166889243,96.55241732226816,97.32923566598643,82.38171944589132,83.44330235625236,93.00582948484555,92.2772816069958,94.2167161339595,102.70989240493864,104.82654003498439,96.77074866965017,94.87083052610501,88.82553047876307,81.80525638922379,78.14706960961006
2022-01-06,70.5810897953445,67.33557976437106,69.71209443748056,64.64076166045172,65.66152034350509,69.7116485975891,71.68457858296851,78.43554541672557,83.72947239797138,88.1615111620626,88.56563099031469,82.22528583090862,67.76069412959937,69.85812597302414,79.96588504383772,80.8090385945899,84.285339139783,92.7202630876314,93.78748447346786,83.67132286605096,85.31171266535411,87.8866769441456,76.85768659344947,66.83295039715269
2022-01-07,73.70130463468134,75.77477735312635,67.65779274354844,64.36857256908044,64.37443825547017,65.4489298641376,70.84800553013874,74.66611183081196,87.35331274412017,89.06633192864916,89.1752302643406,90.79517379790386,71.8522266829187,73.27772017949152,83.68479956968956,90.87176039894177,90.32620348601733,95.43924377571582,99.42546052555501,92.45827037203918,101.84131223699262,97.30269037431117,79.22877559212671,69.09840930225486
2022-01-08,83.58884348303346,75.75521486110294,70.25247074839633,63.09124852523569,64.14332209305618,69.17052342366765,83.14760161733422,77.93708904748159,84.5091648673151,90.3883446090279,92.35562150043182,97.83211348536322,77.34513667805628,79.57309382565084,76.30240970446494,85.44511355196279,87.90277169127944,90.89896334272568,94.96641264483158,83.7620737078458,90.16568074588814,87.44403828247972,76.71947502005085,62.430323268933265
2022-01-09,78.4781332720257,76.43528202048603,70.4571910089906,69.78064793855748,67.99086789141141,66.76168564686633,67.44996417868443,70.04667689498154,61.59940220372276,63.67032628069165,72.87262113702499,74.8962517213006,62.796601149065914,70.63971712998266,74.53076690138971,79.87203835332237,81.54856856074996,91.40004404555602,99.59003569605436,99.07048774562422,93.21422766774542,90.08380161127404,75.82683939046674,63.26884933652351
2022-01-10,73.90439582321329,70.22685056779571,63.93080761802426,62.812022193415714,61.87052872389854,61.91806509898052,60.89482435396998,74.15121984666845,92.25692357671663,98.65733382128067,97.25962461778943,92.29190252226194,75.57486773754611,80.64194676735173,91.61825021742578,89.89402695515227,87.27153540346261,96.14105858084774,99.8767288149341,83.9400787227728,83.42303012986673,82.72492372817983,68.9417882102774,54.37817464096726
