_d,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2022-01-01,77.1019372529641,86.16255992704423,68.89817483473445,66.43211912974986,64.37992477285694,68.98549459269705,70.46545579345862,78.00252821843728,100.07954791086063,63.04278820119881,72.07685599393264,66.12486251688533,65.21991217922073,68.78103134265695,65.12934768244871,81.45833638287114,87.9597803121926,88.79497036466576,101.87378536862977,98.89514361050158,96.40868038403204,88.75672928530766,81.68029302631389,72.94050543888422
2022-01-02,67.6905281852628,74.31643724736496,72.4441607974082,70.03639425798139,66.18627205391736,64.41686066974088,69.26293542659938,76.65443692555246,69.66983366683732,66.88466463967082,77.51712264480666,71.89077352358349,67.41089307896793,76.47255415013817,82.61239798151618,89.15508607243558,84.6471885668568,89.06816751220514,96.48453825426527,101.45340462788634,96.45983394991922,91.39403274709002,72.86711256652427,60.59666550589354
2022-01-03,69.14320599712912,69.2893364806912,61.518799822647466,59.19131750340689,58.26535184975502,60.59138046770866,65.01370866124876,73.14732227752809,87.00029353895103,90.40613012700528,90.47785417486652,99.02091621791038,70.43286219138778,69.53970917600668,71.5040849762423,76.92915711218019,90.77577868268129,100.65039981816972,94.7843767153747,91.9047349246522,91.22302464411257,87.38061003192514,63.52090967295389,64.89850640357186
2022-01-04,68.3851329838493,72.79118255776186,63.821199632052256,60.807956036207436,64.5446144547889,67.930639486712,65.26116086423755,76.22762450153172,90.66463776240357,95.70758103935724,89.5853810283041,91.194155799452,80.99234894446845,76.19229193072786,82.55261084723107,89.01510737897517,96.53603601611806,82.19404523430232,95.30315815798419,85.44386921257473,91.32983205429882,90.82386345328622,60.036477633874824,60.146950869726915
2022-01-05,71.94789676717848,70.81331796260447,65.58874181905296,60.969137002567706,60.430191050717745,64.41314771182664,65.51926524896352,81.09640582884106,92.6592890613652,91.50684794922707,89.7672409539541,91.98169714897863,84.18867358141435,82.93489894105629,84.83347392494638,86.12608793958682,90.30875876803769,91.60211520442937,95.4129303897464,89.983048987228,89.49499781852657,86.43472244122418,78.30534145066193,68.58452993028551
2022-01-06,76.94952764137112,73.35728403491366,68.38296479996355,65.95664854928069,64.8768956435691,67.22000454087049,70.72379177221518,81.11919534696261,91.85767672146655,88.40312089737583,81.9133956402378,86.41330776469061,73.74981133737111,80.96851192018043,82.78780264564541,85.16875212028532,96.42094540760216,102.93120099929585,97.26609542774506,96.59776875665776,95.11804745666043,96.24977407135756,82.12964766158792,66.23679234259454
2022-01-07,75.723714498863,73.07692703449626,68.95518890223985,66.03280821512324,65.42908005647702,64.9846451105187,66.83700594282855,69.60905782796068,89.87022820058965,88.15455994424187,87.6178881572949,90.68778310318041,74.16674880075662,72.27230313759749,85.69493735525793,90.53650292279698,91.13956288628427,93.6613744725886,94.41386036039545,92.69320786837984,91.81165793918727,90.17577289480799,80.47308447542048,66.17565469330557
2022-01-08,76.53626975173268,74.72702937648408,75.07263806204654,70.29953695896154,68.22927648696047,69.99551861596697,70.90787308849421,74.3650102935593,90.19528773107034,82.82592880364409,87.1160571986116,87.61177532333042,72.99656275646866,75.737198404819,82.6055067486297,82.02473450550197,87.88780932023768,99.06954877212581,99.58411745226266,95.05771504367378,94.41850593079202,89.95201024254396,79.41412834380765,66.64630881759311
2022-01-09,77.27836342658811,74.50280432947393,65.95719963106939,65.27986471927551,61.147294703058314,61.65288314893582,66.07375917130838,72.94318915157146,69.74359747023661,67.15240943725588,74.21226823703236,72.58198733390246,61.66386242538549,61.951654061104854,69.45111770177576,73.85374881000591,85.49007729195004,96.85314328609222,98.89333120663687,94.37480824060627,94.69590863039387,92.64593245469491,74.7849377576474,65.58098678287531
2022-01-10,76.12982749166817,83.50444310208262,73.01731898442553,70.19646102311242,67.34625639404017,74.81734791464119,71.0951044420939,82.19854648678658,98.56049902087186,90.42202096789552,91.53757576931467,91.6939570118841,81.66786208231724,90.14302162566825,90.08228391249484,88.31802876154535,88.42940975981955,89.0158694405929,99.56337058692361,98.18188699040577,97.92386478455582,91.43103492336205,73.53776863849511,65.5521210934094
2022-01-11,83.3853682404876,71.43554004732816,70.94441046535925,67.50349722054098,71.25728798410857,70.65826424272974,69.66111938687793,80.64445238414496,98.27103422834351,91.71920281385965,91.26205366546024,92.98198972511891,87.66680331752545,90.36625475147085,91.9583732676288,96.51628581896088,94.51163942069205,98.12755476699391,103.26597516716367,100.07401715458558,101.81869720383936,98.06009372331842,74.02873138708917,64.48565559262205
2022-01-12,70.9496677368022,69.07071085888383,62.446327359822774,57.77521958486971,59.20020648756834,61.73348887932647,64.87441468357027,69.94696348644358,93.7635818591259,86.4629234322757,90.74819715750193,90.30717046034772,87.22148616946058,93.1406411736465,92.57680992803184,97.58640996240455,85.62029881797048,85.62863497933962,87.89377302994767,86.39748269006662,90.02731711961717,92.44810164298774,94.85516861737113,69.65280634665197
2022-01-13,78.63246835787903,73.10672026502766,64.9640638203528,63.809469525048705,62.55007650896099,66.60420825694713,69.32215922129201,73.06566050725145,93.16517974808512,96.1771785622999,100.40145295087663,98.20421908061762,94.11022318984779,95.24695341918502,88.63950323681466,90.64212183289557,90.7985798784213,86.93743112089459,85.8399924570066,85.09900093741349,86.68876658106608,86.45867161108943,83.22226875166878,68.89025624685202
