_d,h00,h01,h02,h03,h04,h05,h06,h07,h08,h09,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2022-01-01,75.48261792034154,79.63477155395843,73.42278062212723,69.62601244088962,63.76351035087258,69.66322553931757,73.4533843850194,74.47979536036317,73.8232056306281,62.87984502075537,71.85580623174097,69.15603837904582,57.95164986623722,63.130017944908225,71.8235267447528,74.64218090572695,74.89880206848318,82.76414023866265,100.93490105658098,97.93452515011084,94.21580195679356,89.57573828853246,79.62726118610112,60.78069994574603
2022-01-02,75.54867496125864,75.52211191333694,74.58423364322941,73.93874123075713,63.731298672286115,66.73462794386691,67.39642348841232,69.04689028038919,64.4073031013944,58.24353949909234,63.72965957861734,65.59997300684687,55.2782683989725,60.556574344231166,66.78524384436622,73.10080624775863,69.33941069063528,85.16646672717675,97.04197029278133,99.34851150622104,93.72968327509645,88.10383343605734,75.88379218171106,61.95726633085566
2022-01-03,70.06533369234616,67.75940714933185,55.28276202090163,59.359423986440845,56.800357401369915,61.63867197323472,60.93724351542974,64.20738148806645,86.61736819281228,93.99746743133906,75.60983711273859,82.83523444320613,62.066748117802355,71.11890290140478,77.94296021068551,76.26660130963369,78.96469828430405,92.98397682627191,96.38364252362483,95.70076306837488,90.84627085841342,86.39851368918953,73.93947741625057,62.91594958993369
2022-01-04,64.08013182684272,74.15811451679437,65.48182905464527,62.15392271070975,61.550609564145006,65.50056559514682,62.519303854888015,73.13435297583725,87.7320927412164,78.43078977732333,87.63870239851799,84.48495842297928,68.42029521850472,75.05171428976261,84.80638197083897,83.34007603841307,86.89209862233284,99.48637658071094,98.84360107513298,92.94004541898339,91.18823148885717,83.79961536983983,70.73551252567395,63.282094555309065
2022-01-05,72.53269890322294,74.44807697063388,68.65176362913593,62.524510838745464,62.321667153722636,66.8903803308621,71.2480355399938,75.55670598979414,94.73255430574048,89.39092903862819,89.79327655316794,86.6560015569593,72.4000332243302,79.34185711402976,87.64241539450214,85.42310804810349,91.16921812894417,100.90242282099106,98.18598522121216,89.98193990139839,86.57655704505154,84.51673911387716,78.92137515216056,63.36826167253537
2022-01-06,71.55117578144271,68.92230403445626,66.91441929789384,64.0861954616431,64.32622673073016,68.22168533305388,75.59155819335767,81.14921352041091,85.16904505364089,82.07377448113738,83.14690640621353,82.82752670423817,66.9947588766508,70.98521974311889,80.21870162825647,81.33545407429247,89.62482198283594,99.16222844939509,93.3003266287186,88.34940537347997,87.43089286226513,85.42215659552942,75.6396538103899,62.3923943690154
2022-01-07,72.06006562519741,73.84580785955194,63.71124051621348,66.38103634031614,63.97701225988764,65.87538512180254,65.37841214132975,72.0626113056893,86.16604687109589,86.92900658212427,89.35177391775483,86.57793285318343,67.14530578648123,67.3627416250885,83.25860218298449,84.24659744392359,86.67080661336298,97.68667106389334,97.81955501325484,90.13304236945615,87.64221975570914,84.38928319796862,76.25195352841267,62.67960673584583
2022-01-08,81.25202356085079,77.49780563316581,78.01283858426333,66.69527333481524,67.7011806868482,72.66585111700971,77.90812429743154,84.44138886239995,88.11236344394523,87.33903747996119,81.77271900668099,79.73059840871142,62.68645311318922,68.27127225699874,78.04125766692704,83.78300095184295,82.83170897611087,86.25945493586518,105.46986867192498,95.34167724943057,91.80708613324924,86.65098953084316,74.72295676627843,61.206877903839825
2022-01-09,79.04015756077234,79.13725475859637,69.30765803956159,71.04161862736365,67.23145812982554,66.65513789654972,69.05235680044359,72.53044674259985,67.72124286209147,57.49232132571843,68.7597284823031,67.17520301049674,57.41943516766507,64.00513465893036,64.7848067359763,69.99767689211417,73.21573633207407,87.70655460043338,98.17490810590046,95.69933909619249,92.58309921299373,89.03306340148409,75.23974630532389,59.976075955302754
2022-01-10,73.95113391192393,70.94228339476655,64.57703935903075,65.65879660202131,64.30289675047513,65.58128185135136,67.61054194703846,76.49226900153424,95.25885466842408,91.48752337637148,94.57634437452886,93.05981767514564,69.74845131732228,78.32140900671047,89.48396705333374,88.10102205419955,95.26572611308261,98.9805716545018,98.58338539858939,94.62735760102076,88.85152975375534,84.8260141443066,73.56024837010347,62.40170224187717
